group_key,model_short,epochs,seed,freeze_layers,contexts,num_contexts,ensemble_method,macro_f1,accuracy
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1,2,mean_logits,0.6602436714127777,0.6901274491154651
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1,2,majority_vote,0.6593655997756147,0.6891763363134867
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C2,2,mean_logits,0.6622820003914299,0.693551455202587
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C2,2,majority_vote,0.6610957627305667,0.6931710100817957
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C3,2,mean_logits,0.6710173025028878,0.7030625832223701
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C3,2,majority_vote,0.6682734756041921,0.7015408027392048
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C2,2,mean_logits,0.6628435945349778,0.690698116796652
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C2,2,majority_vote,0.6622761987264479,0.6901274491154651
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C3,2,mean_logits,0.6680684415278303,0.7009701350580179
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C3,2,majority_vote,0.6670219901853626,0.7000190222560395
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C2+C3,2,mean_logits,0.6727080951851238,0.7047745862659311
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C2+C3,2,majority_vote,0.6698228905218655,0.7034430283431615
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C2,3,mean_logits,0.6662217409206839,0.6967852387293133
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C2,3,majority_vote,0.662065411281926,0.6927905649610043
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C3,3,mean_logits,0.6729094042433954,0.7049648088263268
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C3,3,majority_vote,0.6668007236866325,0.6981167966520829
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C2+C3,3,mean_logits,0.6764179201672526,0.7076279246718661
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C2+C3,3,majority_vote,0.6689595160192082,0.7019212478599962
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C2+C3,3,mean_logits,0.6692591437116246,0.7011603576184136
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C1+C2+C3,3,majority_vote,0.6666154089712579,0.6984972417728743
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C2+C3,4,mean_logits,0.6746530468884148,0.7064865893094922
FacebookAI-roberta-base_10epochs_seed67_freeze0,FacebookAI-roberta-base,10,67,0,C0+C1+C2+C3,4,majority_vote,0.6721098070789132,0.7038234734639528
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1,2,mean_logits,0.6151909417730926,0.6473273730264409
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1,2,majority_vote,0.6149502653856795,0.6473273730264409
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C2,2,mean_logits,0.6158236141201126,0.6515122693551455
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C2,2,majority_vote,0.6160390750486435,0.6518927144759369
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C3,2,mean_logits,0.6211592078562449,0.6558873882442458
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C3,2,majority_vote,0.6229460902105945,0.6572189461670154
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C2,2,mean_logits,0.6278421071520239,0.6581700589689937
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C2,2,majority_vote,0.629085034065344,0.6587407266501807
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C3,2,mean_logits,0.6371217437521808,0.6676811869887769
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C3,2,majority_vote,0.6385539179561064,0.6684420772303595
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C2+C3,2,mean_logits,0.6316473756232226,0.661974510176907
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C2+C3,2,majority_vote,0.6308581787048779,0.661974510176907
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C2,3,mean_logits,0.6310495662375266,0.6612136199353243
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C2,3,majority_vote,0.6218553815110693,0.6541753852006849
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C3,3,mean_logits,0.6298490844626381,0.6629256229788852
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C3,3,majority_vote,0.6234329619047185,0.6577896138482024
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C2+C3,3,mean_logits,0.6271186086812007,0.6612136199353243
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C2+C3,3,majority_vote,0.6209249289572036,0.6562678333650371
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C2+C3,3,mean_logits,0.6351158563765528,0.6652082937036332
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C1+C2+C3,3,majority_vote,0.6330328079658857,0.6638767357808636
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C2+C3,4,mean_logits,0.6349569841887412,0.6663496290660073
google-bert-bert-base-uncased_10epochs_seed67_freeze0,google-bert-bert-base-uncased,10,67,0,C0+C1+C2+C3,4,majority_vote,0.6337472830532538,0.6650180711432376
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1,2,mean_logits,0.6250666242156194,0.660262507133346
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1,2,majority_vote,0.6267273574980554,0.6610233973749287
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C2,2,mean_logits,0.627810804822987,0.662545177858094
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C2,2,majority_vote,0.6265730582036786,0.661974510176907
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C3,2,mean_logits,0.632309391487091,0.6673007418679855
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C3,2,majority_vote,0.6320936683325228,0.6674909644283812
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C2,2,mean_logits,0.6309828821914614,0.6636865132204679
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C2,2,majority_vote,0.6307820164577412,0.6634962906600723
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C3,2,mean_logits,0.6432881069669656,0.675480311964999
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C3,2,majority_vote,0.6420384480899993,0.6749096442838121
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C2+C3,2,mean_logits,0.6410392667544568,0.6714856381966902
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C2+C3,2,majority_vote,0.6411854561897207,0.6718660833174814
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C2,3,mean_logits,0.6302541551999578,0.6655887388244246
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C2,3,majority_vote,0.625266404926581,0.660262507133346
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C3,3,mean_logits,0.6379041899885117,0.6722465284382728
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C3,3,majority_vote,0.6284914348226704,0.6638767357808636
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C2+C3,3,mean_logits,0.6391766340708201,0.673197641240251
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C2+C3,3,majority_vote,0.6334367882359861,0.6684420772303595
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C2+C3,3,mean_logits,0.6435265810281057,0.6752900894046033
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C1+C2+C3,3,majority_vote,0.6411459236356052,0.673197641240251
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C2+C3,4,mean_logits,0.6398388860794852,0.673197641240251
mental-mental-bert-base-uncased_10epochs_seed67_freeze0,mental-mental-bert-base-uncased,10,67,0,C0+C1+C2+C3,4,majority_vote,0.637897024581008,0.6718660833174814
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1,2,mean_logits,0.6728082071020062,0.7000190222560395
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1,2,majority_vote,0.6723563839753898,0.7000190222560395
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C2,2,mean_logits,0.6739508276288901,0.7015408027392048
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C2,2,majority_vote,0.6735711300322669,0.7007799124976222
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C3,2,mean_logits,0.689664151123727,0.7165683850104623
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C3,2,majority_vote,0.6881628314597467,0.7152368270876927
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C2,2,mean_logits,0.6740942290714729,0.6998287996956439
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C2,2,majority_vote,0.674271885287673,0.6998287996956439
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C3,2,mean_logits,0.6884958900148168,0.7123834886817576
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C3,2,majority_vote,0.6897446256453147,0.7129541563629447
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C2+C3,2,mean_logits,0.6851643791102481,0.711051930758988
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C2+C3,2,majority_vote,0.6867830734209434,0.712193266121362
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C2,3,mean_logits,0.6803223049788119,0.7074377021114704
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C2,3,majority_vote,0.6797388563576603,0.7042039185847442
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C3,3,mean_logits,0.684944300952971,0.7129541563629447
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C3,3,majority_vote,0.6853186914126156,0.7091497051550314
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C2+C3,3,mean_logits,0.6885316649193745,0.7148563819669013
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C2+C3,3,majority_vote,0.6861347343207733,0.712763933802549
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C2+C3,3,mean_logits,0.6893352535994695,0.7156172722084839
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C1+C2+C3,3,majority_vote,0.6823846188697288,0.7089594825946357
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C2+C3,4,mean_logits,0.6870022381770184,0.7156172722084839
mental-mental-roberta-base_10epochs_seed67_freeze0,mental-mental-roberta-base,10,67,0,C0+C1+C2+C3,4,majority_vote,0.686084872803044,0.7125737112421533
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1,2,mean_logits,0.662685690220146,0.6874643332699258
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1,2,majority_vote,0.6621301542317698,0.6874643332699258
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C2,2,mean_logits,0.6832319267990036,0.7047745862659311
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C2,2,majority_vote,0.6821084447566313,0.7036332509035572
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C3,2,mean_logits,0.671343953016031,0.6988776868936656
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C3,2,majority_vote,0.6699380101543051,0.6979265740916872
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C2,2,mean_logits,0.6692002265355946,0.6956439033669393
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C2,2,majority_vote,0.6692155243377902,0.695834125927335
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C3,2,mean_logits,0.6803914653914289,0.7042039185847442
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C3,2,majority_vote,0.6786086465932646,0.7034430283431615
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C2+C3,2,mean_logits,0.6911352448867493,0.712193266121362
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C2+C3,2,majority_vote,0.6891149137886637,0.7108617081985924
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C2,3,mean_logits,0.6779374284283699,0.7015408027392048
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C2,3,majority_vote,0.6689317372278052,0.693551455202587
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C3,3,mean_logits,0.6770864195404535,0.7002092448164352
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C3,3,majority_vote,0.6734835111482882,0.7007799124976222
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C2+C3,3,mean_logits,0.6857243061084192,0.7089594825946357
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C2+C3,3,majority_vote,0.686073936462328,0.7108617081985924
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C2+C3,3,mean_logits,0.6838544627863653,0.7089594825946357
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C1+C2+C3,3,majority_vote,0.6830798413433112,0.7072474795510748
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C2+C3,4,mean_logits,0.684227410361201,0.7072474795510748
microsoft-deberta-v3-base_10epochs_seed67_freeze0,microsoft-deberta-v3-base,10,67,0,C0+C1+C2+C3,4,majority_vote,0.6829448570535598,0.7070572569906791
