run_name,run_type,ensemble_method,model_short,context,epochs,seed,freeze_layers,label_id,label,precision,recall,f1,support,source_file
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,0,Anger,0.6046511627906976,0.5872689938398358,0.5958333333333333,487,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,1,Cognitive dysfunction,0.42567567567567566,0.44680851063829785,0.4359861591695502,141,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,2,Emptiness,0.6834862385321101,0.5539033457249071,0.6119096509240246,269,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,3,Hopelessness,0.583941605839416,0.7350689127105666,0.6508474576271186,653,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,4,Loneliness,0.7352941176470589,0.7067137809187279,0.7207207207207207,566,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,5,No emotion,0.6678062678062678,0.781854569713142,0.7203441917639828,1499,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,6,Sadness,0.6936416184971098,0.5333333333333333,0.6030150753768844,900,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,7,Suicide intent,0.7542372881355932,0.624561403508772,0.6833013435700576,285,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C0_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C0,10,67,0,8,Worthlessness,0.7018970189701897,0.5667396061269147,0.6271186440677966,457,FacebookAI-roberta-base_C0_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,0,Anger,0.6742081447963801,0.6119096509240246,0.6415500538213132,487,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,1,Cognitive dysfunction,0.46308724832214765,0.48936170212765956,0.47586206896551725,141,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,2,Emptiness,0.6869918699186992,0.6282527881040892,0.6563106796116505,269,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,3,Hopelessness,0.6796267496111975,0.669218989280245,0.6743827160493827,653,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,4,Loneliness,0.7422680412371134,0.7632508833922261,0.7526132404181185,566,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,5,No emotion,0.7223618090452262,0.7671781187458305,0.7440957618893562,1499,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,6,Sadness,0.6299559471365639,0.6355555555555555,0.6327433628318584,900,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,7,Suicide intent,0.7453874538745388,0.7087719298245614,0.7266187050359713,285,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C1_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C1,10,67,0,8,Worthlessness,0.6367924528301887,0.5908096280087527,0.6129398410896708,457,FacebookAI-roberta-base_C1_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,0,Anger,0.7391304347826086,0.5236139630390144,0.6129807692307693,487,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,1,Cognitive dysfunction,0.45985401459854014,0.44680851063829785,0.45323741007194246,141,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,2,Emptiness,0.7069767441860465,0.5650557620817844,0.628099173553719,269,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,3,Hopelessness,0.6692546583850931,0.6600306278713629,0.6646106399383191,653,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,4,Loneliness,0.7508896797153025,0.7455830388692579,0.74822695035461,566,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,5,No emotion,0.6940045248868778,0.818545697131421,0.751147842056933,1499,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,6,Sadness,0.64947245017585,0.6155555555555555,0.6320593268682259,900,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,7,Suicide intent,0.7250859106529209,0.7403508771929824,0.7326388888888888,285,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C2_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C2,10,67,0,8,Worthlessness,0.6493212669683258,0.6280087527352297,0.6384872080088988,457,FacebookAI-roberta-base_C2_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,0,Anger,0.6883116883116883,0.6529774127310062,0.6701791359325606,487,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,1,Cognitive dysfunction,0.5145631067961165,0.375886524822695,0.4344262295081967,141,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,2,Emptiness,0.7030567685589519,0.5985130111524164,0.6465863453815262,269,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,3,Hopelessness,0.662873399715505,0.7136294027565084,0.6873156342182891,653,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,4,Loneliness,0.7602996254681648,0.7173144876325088,0.7381818181818182,566,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,5,No emotion,0.7337862878319951,0.7925283522348232,0.7620269403463759,1499,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,6,Sadness,0.6443965517241379,0.6644444444444444,0.6542669584245077,900,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,7,Suicide intent,0.8024691358024691,0.6842105263157895,0.7386363636363636,285,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
FacebookAI-roberta-base_C3_10epochs_seed67_freeze0,base,,FacebookAI-roberta-base,C3,10,67,0,8,Worthlessness,0.6467889908256881,0.6170678336980306,0.631578947368421,457,FacebookAI-roberta-base_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,0,Anger,0.5659090909090909,0.5112936344969199,0.5372168284789643,487,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,1,Cognitive dysfunction,0.3484848484848485,0.3262411347517731,0.336996336996337,141,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,2,Emptiness,0.5860655737704918,0.5315985130111525,0.557504873294347,269,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,3,Hopelessness,0.6261538461538462,0.6232771822358346,0.624712202609363,653,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,4,Loneliness,0.7129629629629629,0.6802120141342756,0.6962025316455697,566,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,5,No emotion,0.6444188722669736,0.7471647765176784,0.691998764287921,1499,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,6,Sadness,0.6082725060827251,0.5555555555555556,0.5807200929152149,900,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,7,Suicide intent,0.6630824372759857,0.6491228070175439,0.6560283687943262,285,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C0,10,67,0,8,Worthlessness,0.6383495145631068,0.5754923413566739,0.6052934407364787,457,google-bert-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,0,Anger,0.610989010989011,0.5708418891170431,0.5902335456475584,487,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,1,Cognitive dysfunction,0.46511627906976744,0.425531914893617,0.4444444444444444,141,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,2,Emptiness,0.6290322580645161,0.5799256505576208,0.6034816247582205,269,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,3,Hopelessness,0.6114911080711354,0.6845329249617151,0.6459537572254336,653,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,4,Loneliness,0.7132743362831858,0.7120141342756183,0.7126436781609196,566,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,5,No emotion,0.7162426614481409,0.7324883255503669,0.7242744063324539,1499,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,6,Sadness,0.5861702127659575,0.6122222222222222,0.5989130434782609,900,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,7,Suicide intent,0.7323420074349443,0.6912280701754386,0.7111913357400722,285,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C1,10,67,0,8,Worthlessness,0.6640826873385013,0.562363238512035,0.6090047393364929,457,google-bert-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,0,Anger,0.6395061728395062,0.5318275154004107,0.5807174887892377,487,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,1,Cognitive dysfunction,0.4326241134751773,0.4326241134751773,0.4326241134751773,141,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,2,Emptiness,0.6138996138996139,0.5910780669144982,0.6022727272727273,269,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,3,Hopelessness,0.6206896551724138,0.6615620214395099,0.6404744255003706,653,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,4,Loneliness,0.7074829931972789,0.734982332155477,0.7209705372616985,566,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,5,No emotion,0.6771700356718192,0.7598398932621748,0.7161270040867652,1499,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,6,Sadness,0.6077015643802648,0.5611111111111111,0.5834777585210861,900,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,7,Suicide intent,0.6897810218978102,0.6631578947368421,0.6762075134168157,285,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C2,10,67,0,8,Worthlessness,0.6745406824146981,0.562363238512035,0.6133651551312649,457,google-bert-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,0,Anger,0.6658291457286433,0.5441478439425051,0.5988700564971752,487,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,1,Cognitive dysfunction,0.3987341772151899,0.44680851063829785,0.4214046822742475,141,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,2,Emptiness,0.6496062992125984,0.6133828996282528,0.6309751434034416,269,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,3,Hopelessness,0.6376146788990825,0.6385911179173047,0.6381025248661056,653,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,4,Loneliness,0.7302977232924693,0.7367491166077739,0.7335092348284961,566,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,5,No emotion,0.6662889518413597,0.7845230153435624,0.7205882352941176,1499,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,6,Sadness,0.6069651741293532,0.5422222222222223,0.5727699530516432,900,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,7,Suicide intent,0.7605042016806722,0.6350877192982456,0.6921606118546845,285,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0,base,,google-bert-bert-base-uncased,C3,10,67,0,8,Worthlessness,0.6265060240963856,0.5689277899343544,0.5963302752293578,457,google-bert-bert-base-uncased_C3_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,0,Anger,0.5625,0.5174537987679672,0.5390374331550802,487,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,1,Cognitive dysfunction,0.37349397590361444,0.4397163120567376,0.40390879478827363,141,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,2,Emptiness,0.6949152542372882,0.45724907063197023,0.5515695067264574,269,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,3,Hopelessness,0.6427503736920778,0.6584992343032159,0.6505295007564297,653,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,4,Loneliness,0.7161716171617162,0.7667844522968198,0.7406143344709898,566,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,5,No emotion,0.6611957796014069,0.752501667778519,0.7039001560062402,1499,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,6,Sadness,0.6116625310173698,0.5477777777777778,0.5779601406799532,900,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,7,Suicide intent,0.7074074074074074,0.6701754385964912,0.6882882882882883,285,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C0,10,67,0,8,Worthlessness,0.6332518337408313,0.5667396061269147,0.5981524249422633,457,mental-mental-bert-base-uncased_C0_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,0,Anger,0.6513317191283293,0.5523613963039015,0.5977777777777777,487,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,1,Cognitive dysfunction,0.4172661870503597,0.41134751773049644,0.4142857142857143,141,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,2,Emptiness,0.7128712871287128,0.5353159851301115,0.6114649681528662,269,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,3,Hopelessness,0.6206896551724138,0.6891271056661562,0.6531204644412192,653,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,4,Loneliness,0.6796992481203008,0.7985865724381626,0.7343623070674249,566,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,5,No emotion,0.7140983606557377,0.7264843228819213,0.7202380952380952,1499,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,6,Sadness,0.6093928980526919,0.5911111111111111,0.6001128031584885,900,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,7,Suicide intent,0.6741214057507987,0.7403508771929824,0.705685618729097,285,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C1,10,67,0,8,Worthlessness,0.6442786069651741,0.5667396061269147,0.6030267753201397,457,mental-mental-bert-base-uncased_C1_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,0,Anger,0.7020648967551623,0.4887063655030801,0.576271186440678,487,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,1,Cognitive dysfunction,0.39285714285714285,0.46808510638297873,0.42718446601941745,141,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,2,Emptiness,0.6082089552238806,0.6059479553903345,0.6070763500931099,269,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,3,Hopelessness,0.6134453781512605,0.6707503828483921,0.6408193123628383,653,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,4,Loneliness,0.7415329768270945,0.734982332155477,0.738243123336291,566,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,5,No emotion,0.6755833807626637,0.7918612408272181,0.7291154791154791,1499,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0,base,,mental-mental-bert-base-uncased,C2,10,67,0,6,Sadness,0.6232258064516129,0.5366666666666666,0.5767164179104478,900,mental-mental-bert-base-uncased_C2_10epochs_seed67_freeze0\test_logits.csv
